Country,date,Highest_infected_population,Population,Total_cases_percentage
Montserrat,2021-03-20,0,4999,0.00
Montserrat,2021-03-21,0,4999,0.00
Montserrat,2021-03-22,0,4999,0.00
Montserrat,2021-03-23,0,4999,0.00
Montserrat,2021-03-24,0,4999,0.00
Montserrat,2021-03-25,0,4999,0.00
Montserrat,2021-03-26,0,4999,0.00
Montserrat,2021-03-27,0,4999,0.00
Montserrat,2021-03-28,0,4999,0.00
Montserrat,2021-03-29,0,4999,0.00
Montserrat,2021-03-30,0,4999,0.00
Montserrat,2021-03-31,0,4999,0.00
Montserrat,2021-04-01,0,4999,0.00
Montserrat,2021-04-02,0,4999,0.00
Montserrat,2021-04-03,0,4999,0.00
Montserrat,2021-04-04,0,4999,0.00
Montserrat,2021-04-05,0,4999,0.00
Montserrat,2021-04-06,0,4999,0.00
Montserrat,2021-04-07,0,4999,0.00
Montserrat,2021-04-08,0,4999,0.00
Montserrat,2021-04-09,0,4999,0.00
Montserrat,2021-04-10,0,4999,0.00
Montserrat,2021-04-11,0,4999,0.00
Montserrat,2021-04-12,0,4999,0.00
Montserrat,2021-04-13,0,4999,0.00
Montserrat,2021-04-14,0,4999,0.00
Montserrat,2021-04-15,0,4999,0.00
Montserrat,2021-04-16,0,4999,0.00
Montserrat,2021-04-17,0,4999,0.00
Montserrat,2021-04-18,0,4999,0.00
Montserrat,2021-04-19,0,4999,0.00
Montserrat,2021-04-20,0,4999,0.00
Montserrat,2021-04-21,0,4999,0.00
Montserrat,2021-04-22,0,4999,0.00
Montserrat,2021-04-23,0,4999,0.00
Montserrat,2021-04-24,0,4999,0.00
Montserrat,2021-04-25,0,4999,0.00
Montserrat,2021-04-26,0,4999,0.00
Montserrat,2021-04-27,0,4999,0.00
Montserrat,2021-04-28,0,4999,0.00
Montserrat,2021-04-29,0,4999,0.00
Montserrat,2021-04-30,0,4999,0.00
Montserrat,2021-05-01,0,4999,0.00
Montserrat,2021-05-02,0,4999,0.00
